종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
66700,테라젠이텍스,KOSDAQ,벤처기업부,,32102,의약품 제조업,12,,"37,152,376",500,"18,576,188,000",원(KRW),"고진업, 박시홍",(031)497-4100,경기도 안산시 단원구 산단로 68번길 58(초지동) 
95610,테스,KOSDAQ,우량기업부,,32902,특수 목적용 기계 제조업,12,,"19,768,226",500,"9,884,113,000",원(KRW),"주숭일, 이재호 (각자 대표이사)",031-323-2552,경기도 용인시 처인구 양지면 중부대로 2374-36 
55490,테이팩스,KOSPI,,,32202,플라스틱제품 제조업,12,,"4,769,650",500,"3,797,825,000",원(KRW),허지행,031-8047-4100,"경기도 수원시 영통구 대학4로 17 제8층 812호, 813호(이의동, 에이스광교타워 1차)"
308700,테크엔,KONEX,일반기업부,,32804,전구 및 조명장치 제조업,12,,"7,400,000",100,"740,000,000",원(KRW),박철,053-593-5678,대구광역시 달성군 구지면 국가산단대로50길 99 
64520,테크엘,KOSDAQ,중견기업부,,32601,반도체 제조업,12,,"22,351,062",500,"11,175,531,000",원(KRW),김재창,031-8020-6000,경기도 화성시  동탄면 경기동로 548 
89030,테크윙,KOSDAQ,중견기업부,,32902,특수 목적용 기계 제조업,12,,"37,353,645",500,"18,977,721,500",원(KRW),"나윤성, 장 남 각자대표",031-378-5640,경기도 화성시 동탄면 동탄산단6길 37 
258050,테크트랜스,KONEX,일반기업부,,32509,기타 금속 가공제품 제조업,12,유안타증권,"9,994,242",100,"999,424,200",원(KRW),유재인,053-815-8830,경상북도 경산시 원효로 343(주) 테크트랜스 
54450,텔레칩스,KOSDAQ,우량기업부,,32601,반도체 제조업,12,,"15,144,233",500,"7,572,116,500",원(KRW),이장규,(02)3443-6792,경기도 성남시 수정구 금토로80번길 27 ㈜텔레칩스 판교사옥
78000,텔코웨어,KOSPI,,,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",12,,"9,240,077",500,"5,026,353,000",원(KRW),"금한태, 배성 (각자 대표이사)",02 -2105-9800,서울특별시 서초구  법원로3길 20-7 
200230,텔콘RF제약,KOSDAQ,중견기업부,,32102,의약품 제조업,12,,"12,025,023","1,000","12,025,023,000",원(KRW),김지훈,031-371-8502,경기도 용인시 기흥구 공세로 54 -
214420,토니모리,KOSPI,,,32004,기타 화학제품 제조업,12,,"24,054,799",200,"4,810,959,800",원(KRW),김승철,02-591-3191,서울특별시 서초구 남부순환로 2557 토니모리 빌딩 
393210,토마토시스템,KOSDAQ,기술성장기업부,신속이전기업,105802,소프트웨어 개발 및 공급업,12,,"15,614,544",500,"7,807,272,000",원(KRW),이상돈,02-3445-2194,"서울특별시 강남구 논현로128길 5 장뻘빌딩 5,6,8층 "
475960,토모큐브,KOSDAQ,기술성장기업부,기술성장기업,32703,사진장비 및 광학기기 제조업,12,,"13,170,874",500,"6,585,437,000",원(KRW),박용근,428631100,"대전광역시 유성구 신성로 155, 4층 "
215480,토박스코리아,KOSDAQ,중견기업부,,74704,"섬유, 의복, 신발 및 가죽제품 소매업",12,,"9,180,000",500,"4,807,478,500",원(KRW),윤여준,02-6101-3639,서울특별시 금천구 디지털로 178 가산퍼블릭 A동 609호 
51360,토비스,KOSDAQ,우량기업부,,32605,영상 및 음향기기 제조업,12,,"16,067,058",500,"8,358,529,000",원(KRW),"김 용 범, 하 희 조 ",032-712-5112,인천광역시 연수구 하모니로226번길 15 - 
45340,토탈소프트,KOSDAQ,벤처기업부,,105802,소프트웨어 개발 및 공급업,12,,"8,558,040",500,"4,279,020,000",원(KRW),최장수,070-4733-1000,부산광역시 해운대구 반송로513번길 66-39(석대동) 
108230,톱텍,KOSDAQ,우량기업부,,32902,특수 목적용 기계 제조업,12,,"38,023,245",500,"19,147,956,000",원(KRW),정지용,054-472-1100,경상북도 구미시 산동읍 5공단4로 28 - 
79970,투비소프트,KOSDAQ,관리종목(소속부없음),,105802,소프트웨어 개발 및 공급업,12,,"11,422,478",500,"5,711,239,000",원(KRW),김모란희 단독대표,02-2140-7700,"서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)"
199800,툴젠,KOSDAQ,기술성장기업부,기술성장기업,137001,자연과학 및 공학 연구개발업,12,,"8,556,355",500,"4,278,177,500",원(KRW),유종상,02-3660-1334,"서울특별시 강서구 마곡중앙로 172 바이오이노베이션파크,8층"
417790,트루엔,KOSDAQ,벤처기업부,,32605,영상 및 음향기기 제조업,12,,"10,999,650",100,"1,099,965,000",원(KRW),안재천,02-6738-6000,"서울특별시 구로구 디지털로33길 28, 1108, 1309호(구로동, 우림이비지센터1차) "
290090,트윔,KOSDAQ,벤처기업부,,105802,소프트웨어 개발 및 공급업,12,,"7,440,268",500,"3,720,134,000",원(KRW),정한섭(단독대표),031-8055-8455,경기도 화성시 삼성1로4길 7-4 
26150,특수건설,KOSDAQ,중견기업부,,64102,토목 건설업,12,,"17,546,331",500,"8,773,165,500",원(KRW),"김중헌, 김도헌 (각자 대표이사)",02-590-6400,서울특별시 서초구 서운로 7 - 
464280,티디에스팜,KOSDAQ,중견기업부,,32102,의약품 제조업,12,,"5,530,000",100,"553,000,000",원(KRW),김철준,031-8018-7337,경기도 성남시 분당구 판교로 253 C동 403호 
117730,티로보틱스,KOSDAQ,벤처기업부,,32902,특수 목적용 기계 제조업,12,,"18,782,090",500,"9,391,045,000",원(KRW),안승욱,031-716-4507,경기도 오산시 가장산업서북로 103-37 (지곶동)
33830,티비씨,KOSDAQ,중견기업부,,106002,텔레비전 방송업,12,,"100,000,000",500,"50,000,000,000",원(KRW),박석현,537601900,대구광역시 수성구 동대구로 23 
57680,티사이언티픽,KOSDAQ,벤처기업부,,105802,소프트웨어 개발 및 공급업,12,,"71,248,501",500,"35,717,251,000",원(KRW),"김상우,유승재(각자대표)",02-2181-8000,서울특별시 동작구 여의대방로62길 1 3층 
204610,티쓰리,KOSDAQ,벤처기업부,,105802,소프트웨어 개발 및 공급업,12,,"61,321,720",100,"6,802,172,000",원(KRW),홍민균,070-4050-8000,"서울특별시 금천구 가산디지털1로 186, 3층 "
64760,티씨케이,KOSDAQ,우량기업부,,32309,기타 비금속 광물제품 제조업,12,,"11,675,000",500,"5,837,500,000",원(KRW),"신 히데오, 오창민 (각자대표)",(031)677-0277,경기도 안성시 미양면 개정산업단지로 71- 
246710,티앤알바이오팹,KOSDAQ,기술성장기업부,기술성장기업,32101,기초 의약물질 제조업,12,,"21,546,828",500,"10,773,414,000",원(KRW),윤원수,031-431-3344,경기도 시흥시 마유로 96 -
340570,티앤엘,KOSDAQ,우량기업부,,32103,의료용품 및 기타 의약 관련제품 제조업,12,,"8,128,000",500,"4,464,000,000",원(KRW),최윤소,031-323-3113,경기도 용인시 수지구 신수로 767 에이동 2401호
43220,티에스넥스젠,KOSDAQ,관리종목(소속부없음),,32902,특수 목적용 기계 제조업,12,,"159,224,163",500,"79,612,081,500",원(KRW),김한국,02-544-3301,서울특별시 강남구 테헤란로 503 하이브로빌딩 611호
277880,티에스아이,KOSDAQ,우량기업부,,32902,특수 목적용 기계 제조업,12,,"20,160,832",500,"10,080,416,000",원(KRW),표인식,031-667-2623,"경기도 화성시 동탄첨단산업1로 27 영천동, 금강 펜테리움 IX타워 코벤트가든 M201 "
131290,티에스이,KOSDAQ,우량기업부,,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12,,"11,061,429",500,"5,530,714,500",원(KRW),"김철호, 김명진(각자 대표)",041-581-9955,충청남도 천안시 서북구 직산읍 군수1길 189 -
19180,티에이치엔,KOSPI,,,32809,기타 전기장비 제조업,12,,"18,000,000",500,"9,000,000,000",원(KRW),"이광연, 채승훈",053-583-3001,대구광역시 달서구 성서로71길 43 
425420,티에프이,KOSDAQ,우량기업부,,32602,전자부품 제조업,12,,"11,381,000",100,"1,138,100,000",원(KRW),문성주,031-206-0541,경기도 화성시 반월길 50-8 
484810,티엑스알로보틱스,KOSDAQ,중견기업부,,32901,일반 목적용 기계 제조업,12,,"15,450,915",500,"7,725,457,500",원(KRW),엄인섭,327249044,경기도 부천시 원미구 옥산로 216 
131100,티엔엔터테인먼트,KOSDAQ,중견기업부,,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,,"28,048,252",500,"14,024,126,000",원(KRW),"김동준, 윤동현(각자대표이사)",02-566-2055,"서울특별시 강남구 언주로 726 16층(논현동, 두산빌딩)"
356860,티엘비,KOSDAQ,우량기업부,,32602,전자부품 제조업,12,,"9,832,630",500,"4,916,315,000",원(KRW),백성현,031-8040-2055,경기도 안산시 단원구 신원로 305 
413300,티엘엔지니어링,KONEX,일반기업부,,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업",12,IBK증권,"1,351,515",500,"675,757,500",원(KRW),서충옥,02-2135-1668,경기도 광명시 원광명로37번길 32 
363280,티와이홀딩스,KOSPI,,,116409,기타 금융업,12,,"50,429,268",500,"25,836,141,000",원(KRW),오동헌,02-2090-6611,"서울특별시 영등포구 여의공원로 111, 10층(여의도동) "
321550,티움바이오,KOSDAQ,기술성장기업부,기술성장기업,137001,자연과학 및 공학 연구개발업,12,,"26,712,231",500,"13,356,115,500",원(KRW),김훈택,070-4162-7320,"경기도 성남시 수정구 창업로40번길 30 6층 (시흥동, 판교아이티센터) "
91810,티웨이항공,KOSPI,,,85101,항공 여객 운송업,12,,"215,378,976",500,"107,689,488,000",원(KRW),정홍근,02-6250-4984,대구광역시 중구 동덕로 167 케이티대구타워 신관 10층 (동인동2가)
4870,티웨이홀딩스,KOSPI,,,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",12,,"113,163,494",500,"56,581,747,000",원(KRW),황정현,02-3404-9600,"서울특별시 성동구 아차산로 153 7층(성수동2가, 예림출판문화센터)"
425040,티이엠씨,KOSDAQ,기술성장기업부,기술성장기업,32001,기초 화학물질 제조업,12,,"21,316,062",500,"10,658,031,000",원(KRW),유원양,043-298-3333,"충청북도 보은군 삼승면 남부로 3750-148(우진리,티이엠씨) "
241790,티이엠씨씨엔에스,KOSDAQ,우량기업부,,32902,특수 목적용 기계 제조업,12,,"10,002,634",500,"5,001,317,000",원(KRW),이동준,031-8052-9090,경기도 안성시 양성면 동항공단길 49 
104480,티케이케미칼,KOSDAQ,우량기업부,,32005,화학섬유 제조업,12,,"90,895,434",500,"45,447,717,000",원(KRW),이동수,02-2001-6000,대구광역시 북구  원대로 128 연우빌딩 3층
81150,티플랙스,KOSDAQ,우량기업부,,32402,1차 비철금속 제조업,12,,"24,268,402",500,"12,134,201,000",원(KRW),"김영국, 김태섭 각자대표이사",031-488-8800,"경기도 안산시 단원구 엠티브이1로 75 (목내동, (주)티플랙스)"
130740,티피씨글로벌,KOSDAQ,중견기업부,,33003,자동차 신품 부품 제조업,12,,"11,276,679",500,"5,638,339,500",원(KRW),이정훈,053-854-7500,경상북도 경산시  진량읍 일연로 574 
217880,틸론,KONEX,일반기업부,,105802,소프트웨어 개발 및 공급업,12,BNK증권,"10,727,290",500,"5,363,645,000",원(KRW),최백준,02-2627-9000,서울특별시 강서구 마곡중앙14로 22틸론 
84730,팅크웨어,KOSDAQ,우량기업부,,32604,통신 및 방송 장비 제조업,12,,"11,109,424",500,"5,554,712,000",원(KRW),이흥복,02-589-9000,경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층 
440110,파두,KOSDAQ,기술성장기업부,기술성장기업,32601,반도체 제조업,12,,"49,428,413",100,"4,942,841,300",원(KRW),"이지효,남이현",02-6204-2387,"서울특별시 강남구 학동로 343 16층, 17층(논현동, 더피나클강남) "
34230,파라다이스,KOSPI,,,189102,유원지 및 기타 오락관련 서비스업,12,,"91,771,623",500,"47,446,830,500",원(KRW),최종환,02-2280-5000,서울특별시 중구 퇴계로 299 
33540,파라텍,KOSDAQ,중견기업부,,32902,특수 목적용 기계 제조업,12,,"37,751,063",500,"18,875,531,500",원(KRW),박선기,02-795-2300,충청남도 서산시 수석산업로 51 -
388870,파로스아이바이오,KOSDAQ,기술성장기업부,기술성장기업,137001,자연과학 및 공학 연구개발업,12,,"12,945,932",500,"6,472,966,000",원(KRW),윤정혁,031-345-6170,"경기도 안양시 동안구 흥안대로427번길 38, 1408호(관양동, 성지스타위드) "
43200,파루,KOSDAQ,벤처기업부,,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12,,"41,804,315",500,"20,902,157,500",원(KRW),강문식,061 -759 -5190,전남 순천시 서면 선평리 42-2 
214450,파마리서치,KOSDAQ,우량기업부,,32103,의료용품 및 기타 의약 관련제품 제조업,12,,"10,509,600",500,"5,254,800,000",원(KRW),손지훈,033-645-7640,강원도 강릉시  과학단지로 77-19 &nbsp
217950,파마리서치바이오,KONEX,일반기업부,,32102,의약품 제조업,12,iM증권,"4,064,391",500,"2,032,195,500",원(KRW),"백승걸, 원치엽 (각자대표)",031-8039-1401,강원도 강릉시 사임당로 641-3 -
208340,파멥신,KOSDAQ,관리종목(소속부없음),,32102,의약품 제조업,12,,"80,201,108",500,"40,100,554,000",원(KRW),심주엽,042-863-2017,대전광역시 유성구 유성대로1689번길 70 KT대덕2연구센터 연구2동 2층
5690,파미셀,KOSPI,,,32101,기초 의약물질 제조업,12,,"60,016,964",500,"30,008,482,000",원(KRW),김현수,02-3496-0114,"서울특별시 강남구 언주로 874 (신사동, 쌍봉빌딩 7층) "
177830,파버나인,KOSDAQ,우량기업부,,32602,전자부품 제조업,12,,"13,493,951",500,"7,246,975,500",원(KRW),이제훈,032-814-6900,인천광역시 남동구 호구포로 33 (고잔동 728-2) 남동공단 157블럭 4로트 &nbsp
37070,파세코,KOSDAQ,중견기업부,,32805,가정용 기기 제조업,12,,"20,000,000",500,"10,000,000,000",원(KRW),유일한,031-492-8341,경기도 안산시 단원구 원시로 248 
150900,파수,KOSDAQ,벤처기업부,,105802,소프트웨어 개발 및 공급업,12,,"11,685,422",500,"5,842,711,000",원(KRW),조규곤,02-300-9000,서울특별시 마포구 상암동 1605 누리꿈스퀘어 비즈니스센타 17층 
37030,파워넷,KOSDAQ,우량기업부,,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12,,"21,878,974","1,000","21,878,974,000",원(KRW),"김상우, 이돈주(각자대표)",02-3282-0700,서울특별시 금천구 두산로 70 현대지식산업센터 B동 17층 
47310,파워로직스,KOSDAQ,중견기업부,,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",12,,"36,610,755",500,"18,537,602,500",원(KRW),장동훈,043-219-5600,충청북도 청원군  옥산면 과학산업4로 163 
266870,파워풀엑스,KONEX,일반기업부,,32004,기타 화학제품 제조업,12,IBK증권,"6,408,680",500,"3,204,340,000",원(KRW),박인철,02-500-8088,서울특별시 강남구 논현로113길 15 (논현동)
368770,파이버프로,KOSDAQ,벤처기업부,,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12,,"32,854,225",100,"3,285,422,500",원(KRW),고연완,042-360-0010,대전광역시 유성구 가정북로 26-55 주식회사 파이버프로
170790,파이오링크,KOSDAQ,우량기업부,,32604,통신 및 방송 장비 제조업,12,,"6,856,330",500,"3,428,165,000",원(KRW),조영철,02-2025-6900,서울특별시 금천구  가산디지털2로 98 IT캐슬 1동 401호
49120,파인디앤씨,KOSDAQ,벤처기업부,,32602,전자부품 제조업,12,,"52,012,744",500,"26,006,372,000",원(KRW),"홍성천,김종찬(각자대표)",031-463-8813,충청남도 아산시  음봉면 연암산로 169 (주)파인디엔씨 
38950,파인디지털,KOSDAQ,중견기업부,,32604,통신 및 방송 장비 제조업,12,,"10,210,765",500,"5,105,382,500",원(KRW),김용훈,031-788-8800,경기도 성남시 분당구 성남대로925번길 41 
387570,파인메딕스,KOSDAQ,기술성장기업부,기술성장기업,32701,의료용 기기 제조업,12,,"5,625,900",100,"562,590,000",원(KRW),"전성우, 김성철",053-741-8388,대구광역시 동구 율암로 140-9 &nbsp
441270,파인엠텍,KOSDAQ,중견기업부,,32602,전자부품 제조업,12,,"36,987,901",500,"18,493,950,500",원(KRW),이재규,031-463-8800,경기도 안양시 만안구 전파로24번길 93(안양동) 
106240,파인테크닉스,KOSDAQ,우량기업부,,32804,전구 및 조명장치 제조업,12,,"16,999,340",500,"8,499,670,000",원(KRW),김근우,031-463-8888,경기도 안양시 만안구 덕천로 38 (주)파인테크닉스
131760,파인텍,KOSDAQ,벤처기업부,,32902,특수 목적용 기계 제조업,12,,"43,431,583",500,"21,845,701,000",원(KRW),강원일,02-711-7900,"경기도 안양시 동안구 흥안대로 457-25 15층(평촌동, 에이케이밸리지식산업센터) "
65690,파커스,KOSDAQ,투자주의환기종목(소속부없음),,32201,고무제품 제조업,12,,"14,049,331",500,"7,024,665,500",원(KRW),박창식,02-3443-5360,충남 천안시 성거읍 천흥리316-4 
140860,파크시스템스,KOSDAQ,우량기업부,,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12,,"6,989,977",500,"3,494,988,500",원(KRW),박상일,031-546-6900,"경기도 수원시 영통구 광교로 109, 4층(이의동, 나노소자특화팹센터) &nbsp"
91700,파트론,KOSDAQ,우량기업부,,32602,전자부품 제조업,12,,"57,000,000",500,"29,459,107,000",원(KRW),"Kim Jong-koo, Kim Won-keun",031-201-7700,경기도 화성시  삼성1로2길 22 (주)파트론
202960,판도라티비,KONEX,일반기업부,,105802,소프트웨어 개발 및 공급업,12,IBK증권,"11,915,582",500,"5,957,791,000",원(KRW),김경익,070-4484-7100,경기도 성남시 분당구 대왕판교로644번길 49 DTC타워 11층 
32800,판타지오,KOSDAQ,중견기업부,,189001,창작 및 예술관련 서비스업,6,,"45,957,058",500,"22,978,529,000",원(KRW),신영진,02-543-5564,서울특별시 강남구 삼성로 648 2층
318010,팜스빌,KOSDAQ,중견기업부,,31008,기타 식품 제조업,12,,"7,929,338",500,"3,964,669,000",원(KRW),이병욱,02-553-1323,서울특별시 강서구 마곡중앙8로3길 37 - 
36580,팜스코,KOSPI,,,31005,"곡물가공품, 전분 및 전분제품 제조업",12,,"36,727,943",500,"18,363,971,500",원(KRW),김남욱,031-606-6820,경기도 안성시  미양면 제2공단4길 33 
27710,팜스토리,KOSDAQ,중견기업부,,31009,동물용 사료 및 조제식품 제조업,12,,"111,416,600",500,"57,508,629,000",원(KRW),"편명식, 배수한(각자대표)",02-501-1648,서울특별시 강남구  강남대로 310 유니온센터 3층 
4720,팜젠사이언스,KOSPI,,,32102,의약품 제조업,12,,"18,201,304",500,"9,100,652,000",원(KRW),김혜연 박희덕(각자),02-2194-3532,경기 화성시 향남면 상신리 향남제약공단 902-5
266350,팡스카이,KONEX,일반기업부,,105802,소프트웨어 개발 및 공급업,12,키움증권,"11,932,011",500,"5,966,005,500",원(KRW),이병진(단독대표이사),070-4658-9400,"서울특별시 구로구 디지털로31길 20 709호(구로동, 에이스테크노타워5차)"
225590,패션플랫폼,KOSDAQ,우량기업부,,31401,봉제의복 제조업,12,,"26,636,713",100,"2,663,671,300",원(KRW),박원희,02-573-1292,서울특별시 강남구 논현로28길 9 유진빌딩 3층
54300,팬스타엔터프라이즈,KOSDAQ,벤처기업부,,32901,일반 목적용 기계 제조업,12,,"67,006,296",500,"33,503,148,000",원(KRW),"김현겸, 권재근",000-1577-3520,부산광역시 중구 해관로 30 팬스타크루즈프라자
68050,팬엔터테인먼트,KOSDAQ,중견기업부,,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,,"27,694,076",500,"13,847,038,000",원(KRW),박영석,02-380-2100,서울특별시 마포구  월드컵북로58길 10 
28670,팬오션,KOSPI,,,85001,해상 운송업,12,,"534,569,512","1,000","534,569,512,000",원(KRW),"김홍국, 안중호(각자 대표이사)",02-316-5114,서울특별시 종로구 종로5길 7 Tower 8 팬오션(주)
222110,팬젠,KOSDAQ,기술성장기업부,기술성장기업,32102,의약품 제조업,12,,"12,898,197",500,"6,449,098,500",원(KRW),윤재승,031-733-9165,"경기도 수원시 영통구 신원로 306, 2동 4층(원천동 영통이노플렉스) &nbsp"
271830,팸텍,KOSDAQ,벤처기업부,,32902,특수 목적용 기계 제조업,12,,"29,490,202",100,"2,949,020,200",원(KRW),김재웅,031-371-3100,경기도 화성시 동탄면 동탄산단9길 9-22 
10820,퍼스텍,KOSPI,,,32502,무기 및 총포탄 제조업,12,,"48,771,938",500,"24,385,969,000",원(KRW),손경석,031-627-4534,경상남도 창원시 성산구  남면로 485 퍼스텍(주)
16800,퍼시스,KOSPI,,,33201,가구 제조업,12,,"11,500,000","1,000","14,300,000,000",원(KRW),"배상돈,박광호",02-3400-6386,서울특별시 송파구 오금로 311 오금동
263750,펄어비스,KOSDAQ,우량기업부,,105802,소프트웨어 개발 및 공급업,12,,"64,247,855",100,"6,623,450,000",원(KRW),허진영,02-476-8583,"경기도 과천시 과천대로2길 48 (갈현동, 펄어비스 홈 원) "
251970,펌텍코리아,KOSDAQ,우량기업부,,32202,플라스틱제품 제조업,12,,"12,400,000",500,"6,200,000,000",원(KRW),"이재신, 이도훈",326834080,인천광역시 부평구 부평대로329번길 46 
1020,페이퍼코리아,KOSPI,,,31701,"펄프, 종이 및 판지 제조업",12,,"177,983,313",500,"88,991,656,500",원(KRW),권육상,063-440-5000,전라북도 군산시 외항로 1245 페이퍼코리아(주)
327610,펨토바이오메드,KONEX,일반기업부,,32701,의료용 기기 제조업,12,한국증권,"8,482,157",500,"4,241,078,500",원(KRW),이상현 (단독대표),031-622-8501,"경기도 성남시 분당구 판교로 700D동 510호(야탑동, 분당테크노파크) "
168360,펨트론,KOSDAQ,우량기업부,,32902,특수 목적용 기계 제조업,12,,"21,288,284",500,"10,644,142,000",원(KRW),유영웅,02-1833-5220,"서울특별시 금천구 가산디지털1로 219 1406호(가산동, 벽산디지털밸리 6차) "
87010,펩트론,KOSDAQ,기술성장기업부,기술성장기업,32101,기초 의약물질 제조업,12,,"23,297,350",500,"11,648,675,000",원(KRW),최호일,042-360-8880,대전광역시 유성구 유성대로1628번길 37-24 
90080,평화산업,KOSPI,,,33003,자동차 신품 부품 제조업,12,,"54,902,259",500,"27,451,129,500",원(KRW),"황순용, 김주영",053-610-7027,대구광역시 달성군 논공읍 논공로 597 
10770,평화홀딩스,KOSPI,,,33003,자동차 신품 부품 제조업,12,,"14,625,466",500,"7,312,733,000",원(KRW),"황순용, 김주영",053-610-8500,대구광역시 달성군  논공읍 논공로 597 
64800,포니링크,KOSDAQ,중견기업부,,74704,"섬유, 의복, 신발 및 가죽제품 소매업",12,,"127,807,298",100,"12,780,729,800",원(KRW),"황정일, 남경필",02-2102-7300,"서울특별시 영등포구 영등포로 272 (영등포동3가, 젬백스링크타워) - "
119500,포메탈,KOSDAQ,중견기업부,,32509,기타 금속 가공제품 제조업,12,,"11,847,232",500,"6,012,340,000",원(KRW),오호석,041-670-6200,충청남도 서산시  지곡면 무장산업로 229-7 
389140,포바이포,KOSDAQ,벤처기업부,,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",12,,"11,112,735",500,"5,583,867,500",원(KRW),윤준호,02-838-4416,"서울특별시 서초구 강남대로 479 신논현타워, 12층, 13층, 14층 "
105760,포스뱅크,KOSDAQ,벤처기업부,,32901,일반 목적용 기계 제조업,12,,"9,641,010",500,"4,820,505,000",원(KRW),은동욱,02-2626-9158,"서울특별시 금천구 가산디지털2로 108. 805-808호(가산동, 뉴티캐슬) &nbsp"
22100,포스코DX,KOSPI,,,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업",12,,"152,034,729",500,"76,017,364,500",원(KRW),심민석,054-280-1114,경상북도 포항시 남구 호동로 68 
58430,포스코스틸리온,KOSPI,,,32401,1차 철강 제조업,12,,"6,000,000","5,000","30,000,000,000",원(KRW),대표이사 사장 천시열,054-280-6114,경상북도 포항시 남구  철강로 173 포스코강판주식회사
9520,포스코엠텍,KOSDAQ,우량기업부,,32401,1차 철강 제조업,12,,"41,642,703",500,"20,821,351,500",원(KRW),Kim Jin-bo,054-280-8206,경상북도 포항시 남구  형산강북로 131 포스코엠텍
47050,포스코인터내셔널,KOSPI,,,74601,상품 중개업,12,,"175,922,788","5,000","879,613,940,000",원(KRW),대표이사 사장 이계인,02-3457-2288,서울특별시 강남구 테헤란로 440 포스코센터 
3670,포스코퓨처엠,KOSPI,,,32802,일차전지 및 이차전지 제조업,12,,"77,463,220",500,"38,731,610,000",원(KRW),엄기천,,경상북도 포항시 남구 신항로 110 
189690,포시에스,KOSDAQ,벤처기업부,,105802,소프트웨어 개발 및 공급업,6,,"27,321,969",500,"13,660,984,500",원(KRW),"박미경, 조종민",02-6188-8200,서울특별시 강남구 논현로 646 -
318020,포인트모바일,KOSDAQ,벤처기업부,,32603,컴퓨터 및 주변장치 제조업,12,,"12,662,272",100,"1,266,227,200",원(KRW),이철환,02-3397-7870,"서울특별시 금천구 디지털로 178 (가산동, 가산퍼블릭) A동 26층 "
256630,포인트엔지니어링,KOSDAQ,벤처기업부,,32509,기타 금속 가공제품 제조업,12,,"57,997,072",100,"5,799,707,200",원(KRW),"안범모, 강대현",070-4465-7318,충청남도 아산시 둔포면 아산밸리로 89 -
331380,포커스에이아이,KOSDAQ,투자주의환기종목(소속부없음),,32605,영상 및 음향기기 제조업,12,,"22,725,452",100,"2,272,545,200",원(KRW),"김대중, 박철웅 (각자 대표이사)",031-689-3380,경기도 안양시 동안구 엘에스로91번길 16-17 포커스빌딩
208710,포톤,KOSDAQ,중견기업부,,32602,전자부품 제조업,12,,"65,900,664",100,"6,590,066,400",원(KRW),김정욱,031-831-3696,"경기도 용인시 기흥구 기흥로 58-1 제A동 1805호 (구갈동, 기흥ICT밸리SKV1)"
472850,폰드그룹,KOSDAQ,중견기업부,,74704,"섬유, 의복, 신발 및 가죽제품 소매업",12,,"32,343,933",500,"16,171,966,500",원(KRW),임종민 / 김유진,02-6390-8000,서울특별시 영등포구 여의대로 108 파크원 타워1 42층
39980,폴라리스AI,KOSDAQ,중견기업부,,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12,,"72,696,064",500,"36,348,032,000",원(KRW),지준경,(02)3489-6800,"서울특별시 구로구 디지털로31길 12 16층(구로동, TP타워)"
41910,폴라리스AI파마,KOSDAQ,중견기업부,,32102,의약품 제조업,12,,"13,501,607",500,"6,750,803,500",원(KRW),김영관,031-831-4800,경기도 화성시 향남읍 발안공단로 25 
234100,폴라리스세원,KOSDAQ,우량기업부,,33003,자동차 신품 부품 제조업,12,,"65,524,325",100,"6,552,432,500",원(KRW),김영관,031-615-6710,경기도 평택시 산단로64번길 56 &nbsp
41020,폴라리스오피스,KOSDAQ,벤처기업부,,105802,소프트웨어 개발 및 공급업,12,,"49,725,498",500,"24,862,749,000",원(KRW),지준경,02-537-0538,"서울특별시 구로구 디지털로31길 12 11층, 15층"
114630,폴라리스우노,KOSDAQ,우량기업부,,32005,화학섬유 제조업,12,,"77,757,548",500,"38,978,774,000",원(KRW),최용성,063-261-7555,전라북도 완주군  봉동읍 완주산단3로 158-15 우노앤컴퍼니 
290720,푸드나무,KOSDAQ,관리종목(소속부없음),,74709,무점포 소매업,12,,"23,115,424",500,"11,557,712,000",원(KRW),김도형,,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 
5670,푸드웰,KOSDAQ,우량기업부,,31003,"과실, 채소 가공 및 저장 처리업",12,,"10,000,000",500,"5,000,000,000",원(KRW),"성민겸, 최영길(각자대표)",053-580-2430,대구광역시 달서구 성서서로 121 - 
